8 1767198700 10.000000 -1 10.000000 10.000000 0.000000
8 1767198730 10.000000 -1 10.000000 10.000000 0.000000
8 1767198760 10.000000 -1 10.000000 10.000000 0.000000
8 1767198790 10.000000 -1 10.000000 10.000000 0.000000
8 1767198820 4.000000 -1 4.000000 4.000000 0.000000
54 1767199120 5.000000 -1 5.000000 5.000000 0.000000
54 1767199135 5.000000 -1 5.000000 5.000000 0.000000
54 1767199150 5.000000 -1 5.000000 5.000000 0.000000
54 1767199165 5.000000 -1 5.000000 5.000000 0.000000
54 1767199180 5.000000 -1 5.000000 5.000000 0.000000
54 1767199195 5.000000 -1 5.000000 5.000000 0.000000
54 1767199210 5.000000 -1 5.000000 5.000000 0.000000
54 1767199225 5.000000 -1 5.000000 5.000000 0.000000
54 1767199240 4.000000 -1 4.000000 4.000000 0.000000
