20 1767198725 1.600000 8 1.000000 1.000000 0.000000
21 1767198725 623.200000 8 246.000000 410.000000 54.237902
22 1767198725 0.800000 4 1.000000 1.000000 0.000000
23 1767198725 1.200000 6 1.000000 1.000000 0.000000
24 1767198725 1256.400000 8 784.000000 794.000000 3.307189
25 1767198725 0.200000 1 1.000000 1.000000 0.000000
20 1767198730 0.400000 2 1.000000 1.000000 0.000000
21 1767198730 164.000000 2 410.000000 410.000000 0.000000
22 1767198730 1.000000 5 1.000000 1.000000 0.000000
23 1767198730 0.800000 4 1.000000 1.000000 0.000000
24 1767198730 313.600000 2 784.000000 784.000000 0.000000
25 1767198745 1.600000 8 1.000000 1.000000 0.000000
25 1767198765 0.200000 1 1.000000 1.000000 0.000000
