44 1767198745 97.000000 -1 97.000000 97.000000 0.000000
44 1767198750 220.000000 -1 220.000000 220.000000 0.000000
44 1767198755 246.000000 -1 246.000000 246.000000 0.000000
44 1767198760 320.000000 -1 320.000000 320.000000 0.000000
44 1767198765 582.000000 -1 582.000000 582.000000 0.000000
44 1767198770 584.000000 -1 584.000000 584.000000 0.000000
44 1767198775 581.000000 -1 581.000000 581.000000 0.000000
44 1767198780 481.000000 -1 481.000000 481.000000 0.000000
44 1767198785 390.000000 -1 390.000000 390.000000 0.000000
44 1767198790 488.000000 -1 488.000000 488.000000 0.000000
44 1767198795 610.000000 -1 610.000000 610.000000 0.000000
44 1767198800 548.000000 -1 548.000000 548.000000 0.000000
44 1767198805 610.000000 -1 610.000000 610.000000 0.000000
44 1767198810 761.000000 -1 761.000000 761.000000 0.000000
44 1767198815 744.000000 -1 744.000000 744.000000 0.000000
44 1767198820 624.000000 -1 624.000000 624.000000 0.000000
44 1767198825 509.000000 -1 509.000000 509.000000 0.000000
44 1767198830 473.000000 -1 473.000000 473.000000 0.000000
44 1767198835 653.000000 -1 653.000000 653.000000 0.000000
44 1767198840 669.000000 -1 669.000000 669.000000 0.000000
44 1767198845 646.000000 -1 646.000000 646.000000 0.000000
44 1767198850 703.000000 -1 703.000000 703.000000 0.000000
44 1767198855 695.000000 -1 695.000000 695.000000 0.000000
44 1767198860 732.000000 -1 732.000000 732.000000 0.000000
44 1767198865 936.000000 -1 936.000000 936.000000 0.000000
44 1767198870 1056.000000 -1 1056.000000 1056.000000 0.000000
44 1767198875 870.000000 -1 870.000000 870.000000 0.000000
44 1767198880 720.000000 -1 720.000000 720.000000 0.000000
44 1767198885 787.000000 -1 787.000000 787.000000 0.000000
44 1767198890 364.000000 -1 364.000000 364.000000 0.000000
44 1767198895 668.000000 -1 668.000000 668.000000 0.000000
44 1767198900 828.000000 -1 828.000000 828.000000 0.000000
44 1767198905 698.000000 -1 698.000000 698.000000 0.000000
44 1767198910 887.000000 -1 887.000000 887.000000 0.000000
44 1767198915 799.000000 -1 799.000000 799.000000 0.000000
44 1767198920 700.000000 -1 700.000000 700.000000 0.000000
44 1767198925 817.000000 -1 817.000000 817.000000 0.000000
44 1767198930 425.000000 -1 425.000000 425.000000 0.000000
44 1767198935 498.000000 -1 498.000000 498.000000 0.000000
44 1767198940 271.000000 -1 271.000000 271.000000 0.000000
44 1767198945 387.000000 -1 387.000000 387.000000 0.000000
44 1767198950 456.000000 -1 456.000000 456.000000 0.000000
44 1767198955 376.000000 -1 376.000000 376.000000 0.000000
44 1767198960 369.000000 -1 369.000000 369.000000 0.000000
44 1767198965 404.000000 -1 404.000000 404.000000 0.000000
44 1767198970 355.000000 -1 355.000000 355.000000 0.000000
44 1767198975 555.000000 -1 555.000000 555.000000 0.000000
44 1767198980 437.000000 -1 437.000000 437.000000 0.000000
44 1767198985 759.000000 -1 759.000000 759.000000 0.000000
44 1767198990 432.000000 -1 432.000000 432.000000 0.000000
44 1767198995 423.000000 -1 423.000000 423.000000 0.000000
44 1767199000 460.000000 -1 460.000000 460.000000 0.000000
44 1767199005 325.000000 -1 325.000000 325.000000 0.000000
44 1767199010 418.000000 -1 418.000000 418.000000 0.000000
44 1767199015 402.000000 -1 402.000000 402.000000 0.000000
44 1767199020 445.000000 -1 445.000000 445.000000 0.000000
44 1767199025 692.000000 -1 692.000000 692.000000 0.000000
44 1767199030 644.000000 -1 644.000000 644.000000 0.000000
44 1767199035 809.000000 -1 809.000000 809.000000 0.000000
44 1767199040 867.000000 -1 867.000000 867.000000 0.000000
44 1767199045 339.000000 -1 339.000000 339.000000 0.000000
44 1767199050 510.000000 -1 510.000000 510.000000 0.000000
44 1767199055 403.000000 -1 403.000000 403.000000 0.000000
44 1767199060 268.000000 -1 268.000000 268.000000 0.000000
44 1767199065 368.000000 -1 368.000000 368.000000 0.000000
44 1767199070 440.000000 -1 440.000000 440.000000 0.000000
44 1767199075 421.000000 -1 421.000000 421.000000 0.000000
44 1767199080 252.000000 -1 252.000000 252.000000 0.000000
44 1767199085 335.000000 -1 335.000000 335.000000 0.000000
44 1767199090 367.000000 -1 367.000000 367.000000 0.000000
44 1767199095 530.000000 -1 530.000000 530.000000 0.000000
44 1767199100 804.000000 -1 804.000000 804.000000 0.000000
44 1767199105 191.000000 -1 191.000000 191.000000 0.000000
44 1767199110 375.000000 -1 375.000000 375.000000 0.000000
44 1767199115 501.000000 -1 501.000000 501.000000 0.000000
44 1767199120 640.000000 -1 640.000000 640.000000 0.000000
44 1767199125 624.000000 -1 624.000000 624.000000 0.000000
44 1767199130 766.000000 -1 766.000000 766.000000 0.000000
44 1767199135 449.000000 -1 449.000000 449.000000 0.000000
44 1767199140 171.000000 -1 171.000000 171.000000 0.000000
44 1767199145 543.000000 -1 543.000000 543.000000 0.000000
44 1767199150 296.000000 -1 296.000000 296.000000 0.000000
44 1767199155 585.000000 -1 585.000000 585.000000 0.000000
44 1767199160 640.000000 -1 640.000000 640.000000 0.000000
44 1767199165 284.000000 -1 284.000000 284.000000 0.000000
44 1767199170 412.000000 -1 412.000000 412.000000 0.000000
44 1767199175 293.000000 -1 293.000000 293.000000 0.000000
44 1767199180 344.000000 -1 344.000000 344.000000 0.000000
44 1767199185 288.000000 -1 288.000000 288.000000 0.000000
44 1767199190 240.000000 -1 240.000000 240.000000 0.000000
44 1767199195 208.000000 -1 208.000000 208.000000 0.000000
44 1767199200 287.000000 -1 287.000000 287.000000 0.000000
44 1767199205 202.000000 -1 202.000000 202.000000 0.000000
44 1767199210 228.000000 -1 228.000000 228.000000 0.000000
44 1767199215 189.000000 -1 189.000000 189.000000 0.000000
44 1767199220 232.000000 -1 232.000000 232.000000 0.000000
44 1767199225 174.000000 -1 174.000000 174.000000 0.000000
44 1767199230 115.000000 -1 115.000000 115.000000 0.000000
44 1767199235 110.000000 -1 110.000000 110.000000 0.000000
44 1767199240 91.000000 -1 91.000000 91.000000 0.000000
